year_month,export_amount,import_amount,trade_balance,country_name,year_month
2012-05-31,579126778,801116874,-221990096,말레이시아,2012-05
2012-05-31,482615735,439989629,42626106,캐나다,2012-05
2012-05-31,401908146,4191157,397716989,마샬군도,2012-05
2012-05-31,394930098,13975694,380954404,슬로바키아,2012-05
2012-05-31,366375872,46451159,319924713,튀르키예,2012-05
2012-05-31,329074087,40718962,288355125,파나마,2012-05
2012-05-31,321333962,41922752,279411210,폴란드,2012-05
2012-05-31,306148064,787407938,-481259874,영국,2012-05
2012-05-31,274173819,4742722,269431097,튀니지,2012-05
2012-05-31,242049016,389581208,-147532192,이탈리아,2012-05
2012-05-31,208459467,384451902,-175992435,프랑스,2012-05
2012-05-31,198732886,467077772,-268344886,칠레,2012-05
2012-05-31,189703025,183388106,6314919,남아프리카공화국,2012-05
2012-05-31,183412044,141257573,42154471,벨기에,2012-05
2012-05-31,180901670,3907172,176994498,우즈베키스탄,2012-05
2012-05-31,153259613,4734952,148524661,그리스,2012-05
2012-05-31,151385154,101180847,50204307,스페인,2012-05
2012-05-31,150863440,10495563,140367877,이집트,2012-05
2012-05-31,150697196,120306989,30390207,뉴질랜드,2012-05
2012-05-31,148970540,51346277,97624263,체코공화국,2012-05
2012-05-31,142700569,47453189,95247380,몰타,2012-05
2012-05-31,138433580,6869344,131564236,슬로베니아,2012-05
2012-05-31,137941432,172409510,-34468078,페루,2012-05
2012-05-31,134531040,68030585,66500455,핀란드,2012-05
2012-05-31,130628927,3125402,127503525,요르단,2012-05
2012-05-31,122939182,19911499,103027683,콜롬비아,2012-05
2012-05-31,117997779,654768032,-536770253,이라크,2012-05
2012-05-31,117011505,50545643,66465862,지브랄타,2012-05
2012-05-31,114375513,1867715308,-1753339795,쿠웨이트,2012-05
2012-05-31,112076242,37383911,74692331,우크라이나,2012-05
2012-05-31,111426993,17334644,94092349,방글라데시,2012-05
2012-05-31,109464506,74957535,34506971,이스라엘,2012-05
2012-05-31,107232598,89380694,17851904,알제리,2012-05
2012-05-31,103670612,42041244,61629368,헝가리,2012-05
2012-05-31,81891109,308456951,-226565842,오만,2012-05
2012-05-31,80383001,112309945,-31926944,스웨덴,2012-05
2012-05-31,80279358,128588267,-48308909,리비아,2012-05
2012-05-31,79311438,124715703,-45404265,오스트리아,2012-05
2012-05-31,78107013,126055925,-47948912,아르헨티나,2012-05
2012-05-31,75189068,2684440,72504628,에쿠아도르,2012-05
2012-05-31,74239509,118024222,-43784713,나이지리아,2012-05
2012-05-31,73229647,27892183,45337464,사이프러스,2012-05
2012-05-31,71512203,36135069,35377134,파키스탄,2012-05
2012-05-31,66907561,25479235,41428326,카자흐스탄,2012-05
2012-05-31,61478597,209204503,-147725906,스위스,2012-05
2012-05-31,54745563,10812043,43933520,캄보디아,2012-05
2012-05-31,51170260,11736748,39433512,미얀마,2012-05
2012-05-31,49598286,4583952,45014334,몽골,2012-05
2012-05-31,49419864,2190265251,-2140845387,카타르,2012-05
2012-05-31,49267388,17115798,32151590,모로코,2012-05
2012-05-31,48139164,3892799,44246365,베네주엘라,2012-05
2012-05-31,43321892,3795312,39526580,룩셈부르그,2012-05
2012-05-31,42867111,49601,42817510,시리아,2012-05
2012-05-31,37758512,920649,36837863,괌,2012-05
2012-05-31,35720321,27437145,8283176,코스타리카,2012-05
2012-05-31,35293756,0,35293756,불령 폴리네시아,2012-05
2012-05-31,35010839,100265872,-65255033,루마니아,2012-05
2012-05-31,33942444,73371490,-39429046,덴마크,2012-05
2012-05-31,29909443,9774833,20134610,과테말라,2012-05
2012-05-31,29827190,4099305,25727885,레바논,2012-05
2012-05-31,27284883,48800166,-21515283,바레인,2012-05
2012-05-31,26059861,3820587,22239274,케냐,2012-05
2012-05-31,25922383,2721594,23200789,가나,2012-05
2012-05-31,25793451,9831,25783620,아제르바이잔,2012-05
2012-05-31,24195878,5357479,18838399,스리랑카,2012-05
2012-05-31,23612103,27430279,-3818176,푸에르토리코,2012-05
2012-05-31,20632683,9302562,11330121,포루투갈,2012-05
2012-05-31,19238004,2109327,17128677,앙골라,2012-05
2012-05-31,16916432,15188975,1727457,니카라과,2012-05
2012-05-31,16065924,493362,15572562,라오스,2012-05
2012-05-31,14419007,2584,14416423,투르크멘,2012-05
2012-05-31,13706946,12295762,1411184,우루과이,2012-05
2012-05-31,13654982,2775890,10879092,라트비아,2012-05
2012-05-31,13528633,2928961,10599672,수단,2012-05
2012-05-31,13360453,1462642,11897811,예맨,2012-05
2012-05-31,13313482,2122907,11190575,에티오피아,2012-05
2012-05-31,13241853,13613761,-371908,온두라스,2012-05
2012-05-31,13159899,3914994,9244905,에스토니아,2012-05
2012-05-31,12820861,10492134,2328727,도미니카 공화국,2012-05
2012-05-31,12455018,478945897,-466490879,노르웨이,2012-05
2012-05-31,12423618,2766,12420852,키르기스스탄,2012-05
2012-05-31,11969670,52507924,-40538254,아일랜드,2012-05
2012-05-31,11399487,39957003,-28557516,브루나이,2012-05
2012-05-31,10282761,146622,10136139,코트디봐르,2012-05
2012-05-31,10009110,2605624,7403486,엘살바도르,2012-05
2012-05-31,9414193,1237762,8176431,조지아,2012-05
2012-05-31,9398932,5904979,3493953,탄자니아,2012-05
2012-05-31,9208469,971613,8236856,파라과이,2012-05
2012-05-31,9049089,2203405,6845684,리투아니아,2012-05
2012-05-31,8967563,0,8967563,지부티,2012-05
2012-05-31,7185960,2685150,4500810,파푸아 뉴기니,2012-05
2012-05-31,6825131,20277396,-13452265,불가리아,2012-05
2012-05-31,6491420,1222,6490198,아프카니스탄,2012-05
2012-05-31,6074353,14362989,-8288636,뉴 칼레도니아,2012-05
2012-05-31,6002688,20009198,-14006510,볼리비아,2012-05
2012-05-31,5591403,6065291,-473888,트리니다드 토바고,2012-05
2012-05-31,5475262,4985708,489554,세네갈,2012-05
2012-05-31,5328657,880347,4448310,모리셔스,2012-05
2012-05-31,5219551,167963,5051588,토고,2012-05
2012-05-31,5110974,5339815,-228841,기타국,2012-05
2012-05-31,4783915,287754,4496161,베닝,2012-05
2012-05-31,4612271,2117088,2495183,벨라루스,2012-05
2012-05-31,4255884,2776242,1479642,콩고,2012-05
2012-05-31,3814563,1422171,2392392,크로아티아,2012-05
2012-05-31,3564513,1482023,2082490,피지,2012-05
2012-05-31,3470594,99199,3371395,수리남,2012-05
2012-05-31,3341331,1803600,1537731,아이슬란드,2012-05
2012-05-31,3334794,20556000,-17221206,콩고민주공화국,2012-05
2012-05-31,3263338,1821509,1441829,기니,2012-05
2012-05-31,3254467,365847,2888620,카메룬,2012-05
2012-05-31,3132057,327245,2804812,가이아나,2012-05
2012-05-31,2985838,24189653,-21203815,세르비아,2012-05
2012-05-31,2958075,151577,2806498,쿠바,2012-05
2012-05-31,2662697,91400,2571297,팔레스타인 해방기구,2012-05
2012-05-31,2650680,0,2650680,적도 기니,2012-05
2012-05-31,2510985,201167,2309818,타지크,2012-05
2012-05-31,2454430,485975,1968455,마카오,2012-05
2012-05-31,2413629,280441,2133188,짐바브웨,2012-05
2012-05-31,2407243,59531,2347712,네팔,2012-05
2012-05-31,2362317,570064,1792253,모리타니,2012-05
2012-05-31,2150491,278205,1872286,세이쉘,2012-05
2012-05-31,2057643,2416460,-358817,모잠비크,2012-05
2012-05-31,1988736,19480660,-17491924,잠비아,2012-05
2012-05-31,1955396,318149,1637247,자마이카,2012-05
2012-05-31,1918368,4618,1913750,아메리칸 사모아,2012-05
2012-05-31,1863467,184454,1679013,마다카스카르,2012-05
2012-05-31,1858408,125155,1733253,부르키나 파소,2012-05
2012-05-31,1799855,583680,1216175,아이티,2012-05
2012-05-31,1792648,0,1792648,불령 리유니온 코모도 제도,2012-05
2012-05-31,1659337,95484,1563853,바하마,2012-05
2012-05-31,1550182,9921160,-8370978,말라위,2012-05
2012-05-31,1525142,156183,1368959,마이크로네시아,2012-05
2012-05-31,1474206,1269,1472937,가봉,2012-05
2012-05-31,1426195,0,1426195,과델로프,2012-05
2012-05-31,1414845,16674,1398171,바베이도스,2012-05
2012-05-31,1324281,1835,1322446,니제르,2012-05
2012-05-31,1145259,6233,1139026,아르메니아,2012-05
2012-05-31,912790,67429,845361,아루바,2012-05
2012-05-31,883223,0,883223,마티니크,2012-05
2012-05-31,840557,53872,786685,영령 캐이맨 군도,2012-05
2012-05-31,823966,119989,703977,르완다,2012-05
2012-05-31,805660,0,805660,보츠와나,2012-05
2012-05-31,774620,168491,606129,사모아,2012-05
2012-05-31,732882,95852,637030,말리,2012-05
2012-05-31,708528,484253,224275,시에라 리온,2012-05
2012-05-31,707519,45316,662203,북마리아나 군도,2012-05
2012-05-31,696722,82580,614142,네덜란드 열도,2012-05
2012-05-31,685284,621015,64269,우간다,2012-05
2012-05-31,625028,819603,-194575,스와질랜드,2012-05
2012-05-31,579189,99793,479396,도미니카,2012-05
2012-05-31,569157,539249,29908,보스니아-헤르체고비나,2012-05
2012-05-31,547895,200,547695,부탄,2012-05
2012-05-31,541442,6461,534981,부룬디,2012-05
2012-05-31,531464,4576,526888,에리트리아,2012-05
2012-05-31,510421,0,510421,영령 버진군도,2012-05
2012-05-31,504077,0,504077,안티가 바부다,2012-05
2012-05-31,465473,156,465317,몬테네그로,2012-05
2012-05-31,421059,0,421059,세인트 루시아,2012-05
2012-05-31,409903,738183,-328280,리히텐슈타인,2012-05
2012-05-31,406277,631721,-225444,몰도바,2012-05
2012-05-31,404978,7033,397945,알바니아,2012-05
2012-05-31,398745,0,398745,키리바티,2012-05
2012-05-31,371889,0,371889,불령 가이아나,2012-05
2012-05-31,370874,0,370874,팔라우,2012-05
2012-05-31,342422,42,342380,감비아,2012-05
2012-05-31,308622,0,308622,티모르,2012-05
2012-05-31,292058,10412915,-10120857,마세도니아,2012-05
2012-05-31,239120,1090964,-851844,솔로몬 군도,2012-05
2012-05-31,219288,5248,214040,몰디브,2012-05
2012-05-31,209902,372429,-162527,모나코,2012-05
2012-05-31,192897,381205,-188308,바누아투,2012-05
2012-05-31,192828,0,192828,그레나다,2012-05
2012-05-31,168537,0,168537,버뮤다,2012-05
2012-05-31,163671,19649989,-19486318,나미비아,2012-05
2012-05-31,163195,162254,941,벨리제,2012-05
2012-05-31,133388,17647,115741,교황청,2012-05
2012-05-31,100598,0,100598,노폴크 아일랜드,2012-05
2012-05-31,88318,0,88318,카보 베르데,2012-05
2012-05-31,77353,4110,73243,세인트 키츠 네비스,2012-05
2012-05-31,71852,0,71852,소말리아,2012-05
2012-05-31,44043,2495,41548,산마리노,2012-05
2012-05-31,40873,0,40873,불령 남부지역,2012-05
2012-05-31,36500,228,36272,앙귈라,2012-05
2012-05-31,33739,42536,-8797,통가,2012-05
2012-05-31,31634,6196,25438,쿡 아일랜드,2012-05
2012-05-31,22747,153862,-131115,안도라,2012-05
2012-05-31,16262,0,16262,투르크 & 카이코스 군도,2012-05
2012-05-31,10758,3731,7027,기네비소,2012-05
2012-05-31,9458,0,9458,코모로스,2012-05
2012-05-31,5736,0,5736,챠드,2012-05
2012-05-31,3298,194717,-191419,포클랜드 군도,2012-05
2012-05-31,938,0,938,중앙아프리카공화국,2012-05
2012-05-31,77,0,77,세인트 마틴,2012-05
2012-05-31,0,2078,-2078,레소토,2012-05
2012-05-31,0,4197,-4197,코스 군도,2012-05
2012-05-31,0,22698,-22698,토켈라우,2012-05
2012-05-31,0,85959,-85959,나우루,2012-05
2012-05-31,0,646,-646,미령 버진군도,2012-05
2012-05-31,0,419474,-419474,투발루,2012-05
2012-05-31,0,246622,-246622,그린랜드,2012-05
2012-05-31,0,19135,-19135,세인트 빈센트 그레나딘,2012-05
2012-05-31,0,1393,-1393,상토메 프린스페,2012-05
2012-05-31,0,2595,-2595,니우에,2012-05
2012-06-30,10828777757,6450084447,4378693310,중국,2012-06
2012-06-30,4977490336,3764716314,1212774022,미국,2012-06
2012-06-30,3402562013,5093984087,-1691422074,일본,2012-06
2012-06-30,2539827120,153735578,2386091542,홍콩,2012-06
2012-06-30,2297073867,787833284,1509240583,싱가포르,2012-06
2012-06-30,1369072255,469049247,900023008,베트남,2012-06
2012-06-30,1258938612,1528093428,-269154816,인도네시아,2012-06
2012-06-30,1209479226,1141478412,68000814,대만,2012-06
2012-06-30,1044660582,747049395,297611187,러시아 연방,2012-06
2012-06-30,943075876,621196070,321879806,인도,2012-06
2012-06-30,934907046,450722165,484184881,브라질,2012-06
2012-06-30,868899981,2918146933,-2049246952,사우디아라비아,2012-06
2012-06-30,783808629,1634486823,-850678194,호주,2012-06
2012-06-30,720023639,1402313532,-682289893,독일,2012-06
2012-06-30,713173457,261310939,451862518,멕시코,2012-06
2012-06-30,681328368,1152578949,-471250581,아랍에미리트 연합,2012-06
2012-06-30,673842291,481752116,192090175,태국,2012-06
2012-06-30,654887352,42512,654844840,라이베리아,2012-06
2012-06-30,645199044,297441050,347757994,필리핀,2012-06
2012-06-30,618028011,843857678,-225829667,말레이시아,2012-06
2012-06-30,558466097,11115,558454982,마샬군도,2012-06
2012-06-30,534692084,0,534692084,영령 버진군도,2012-06
2012-06-30,497989359,847257199,-349267840,이란,2012-06
2012-06-30,487733903,496212017,-8478114,캐나다,2012-06
2012-06-30,475432492,343621583,131810909,네덜란드,2012-06
2012-06-30,365951687,72327627,293624060,튀르키예,2012-06
2012-06-30,358394012,13348469,345045543,슬로바키아,2012-06
2012-06-30,296701536,50300899,246400637,파나마,2012-06
2012-06-30,296292231,30938208,265354023,몰타,2012-06
2012-06-30,292206123,36797224,255408899,폴란드,2012-06
2012-06-30,289709945,485051838,-195341893,영국,2012-06
2012-06-30,269706751,384099880,-114393129,이탈리아,2012-06
2012-06-30,197120889,2624896,194495993,우즈베키스탄,2012-06
2012-06-30,187875129,160331508,27543621,남아프리카공화국,2012-06
2012-06-30,185003975,367290506,-182286531,프랑스,2012-06
2012-06-30,183406528,74708763,108697765,이스라엘,2012-06
2012-06-30,178433770,351652953,-173219183,칠레,2012-06
2012-06-30,164168424,2993368,161175056,그리스,2012-06
2012-06-30,157221214,97295413,59925801,벨기에,2012-06
2012-06-30,153881041,45753428,108127613,페루,2012-06
2012-06-30,151737451,117176532,34560919,이집트,2012-06
2012-06-30,141140574,858921967,-717781393,이라크,2012-06
2012-06-30,140374269,7333633,133040636,요르단,2012-06
2012-06-30,133854852,120962291,12892561,뉴질랜드,2012-06
2012-06-30,132238192,54228874,78009318,체코공화국,2012-06
2012-06-30,129549470,98870888,30678582,콜롬비아,2012-06
2012-06-30,121426213,85974839,35451374,핀란드,2012-06
2012-06-30,114485963,236769,114249194,알제리,2012-06
2012-06-30,110892929,1598970953,-1488078024,쿠웨이트,2012-06
2012-06-30,104961032,91789800,13171232,우크라이나,2012-06
2012-06-30,104865996,8507494,96358502,슬로베니아,2012-06
2012-06-30,101236728,116261424,-15024696,스페인,2012-06
2012-06-30,99605643,249268628,-149662985,리비아,2012-06
2012-06-30,97718936,17747816,79971120,방글라데시,2012-06
2012-06-30,97370336,259018,97111318,바하마,2012-06
2012-06-30,92671071,37262298,55408773,헝가리,2012-06
2012-06-30,88073796,321216643,-233142847,오만,2012-06
2012-06-30,85482241,307154314,-221672073,노르웨이,2012-06
2012-06-30,83829406,151458699,-67629293,나이지리아,2012-06
2012-06-30,82021673,110383214,-28361541,아르헨티나,2012-06
2012-06-30,70312973,22870002,47442971,카자흐스탄,2012-06
2012-06-30,70258952,14677105,55581847,모로코,2012-06
2012-06-30,69618072,69242577,375495,파키스탄,2012-06
2012-06-30,64864869,37,64864832,버뮤다,2012-06
2012-06-30,63830209,2694451,61135758,에쿠아도르,2012-06
2012-06-30,63467976,37141546,26326430,루마니아,2012-06
2012-06-30,61747788,109851231,-48103443,스웨덴,2012-06
2012-06-30,60637705,120995669,-60357964,오스트리아,2012-06
2012-06-30,57884681,240861150,-182976469,스위스,2012-06
2012-06-30,56590849,17247962,39342887,미얀마,2012-06
2012-06-30,48914877,8026108,40888769,캄보디아,2012-06
2012-06-30,47481017,2023014625,-1975533608,카타르,2012-06
2012-06-30,44676683,59959614,-15282931,아일랜드,2012-06
2012-06-30,43440465,2706513,40733952,몽골,2012-06
2012-06-30,37423899,380849,37043050,괌,2012-06
2012-06-30,34323419,48455,34274964,베네주엘라,2012-06
2012-06-30,32042352,1790935,30251417,레바논,2012-06
2012-06-30,30745333,56605394,-25860061,덴마크,2012-06
2012-06-30,30334542,5597401,24737141,스리랑카,2012-06
2012-06-30,28711485,16194,28695291,앙골라,2012-06
2012-06-30,26575936,14385,26561551,아제르바이잔,2012-06
2012-06-30,25444815,37059598,-11614783,바레인,2012-06
2012-06-30,25374695,60046,25314649,시리아,2012-06
2012-06-30,25018291,24337075,681216,코스타리카,2012-06
2012-06-30,24764987,3286199,21478788,과테말라,2012-06
2012-06-30,24044441,3104585,20939856,가나,2012-06
2012-06-30,23346247,2626750,20719497,케냐,2012-06
2012-06-30,20012129,4499799,15512330,튀니지,2012-06
2012-06-30,19161971,10165519,8996452,포루투갈,2012-06
2012-06-30,18824301,21452076,-2627775,푸에르토리코,2012-06
2012-06-30,18013074,3298512,14714562,수단,2012-06
2012-06-30,16120581,2427352,13693229,우루과이,2012-06
2012-06-30,15493309,11059534,4433775,온두라스,2012-06
2012-06-30,15242336,45547,15196789,투르크멘,2012-06
2012-06-30,14618156,1670139,12948017,엘살바도르,2012-06
2012-06-30,14117367,490032,13627335,라오스,2012-06
2012-06-30,14056931,5619537,8437394,도미니카 공화국,2012-06
2012-06-30,13961673,3891373,10070300,파푸아 뉴기니,2012-06
2012-06-30,13921215,1861636,12059579,니카라과,2012-06
2012-06-30,13018451,2031474,10986977,라트비아,2012-06
2012-06-30,12375426,2456,12372970,아프카니스탄,2012-06
2012-06-30,11442756,62429324,-50986568,예맨,2012-06
2012-06-30,11351328,350,11350978,키르기스스탄,2012-06
2012-06-30,11020203,6141326,4878877,에스토니아,2012-06
2012-06-30,10774780,2192437,8582343,조지아,2012-06
2012-06-30,10510341,228179532,-217669191,브루나이,2012-06
2012-06-30,9732073,2182245,7549828,에티오피아,2012-06
2012-06-30,7832003,8006612,-174609,탄자니아,2012-06
2012-06-30,7741354,155281,7586073,코트디봐르,2012-06
2012-06-30,7591852,0,7591852,아메리칸 사모아,2012-06
2012-06-30,7004644,4157740,2846904,불가리아,2012-06
2012-06-30,6987116,396113,6591003,파라과이,2012-06
2012-06-30,6804718,2532553,4272165,리투아니아,2012-06
2012-06-30,6430044,0,6430044,지부티,2012-06
2012-06-30,5609185,4667489,941696,세네갈,2012-06
2012-06-30,5315025,13368315,-8053290,트리니다드 토바고,2012-06
2012-06-30,4975678,449569,4526109,모리셔스,2012-06
2012-06-30,4887659,1852822,3034837,벨라루스,2012-06
2012-06-30,4431644,0,4431644,팔레스타인 해방기구,2012-06
2012-06-30,3943242,13928988,-9985746,세르비아,2012-06
2012-06-30,3589144,270503,3318641,수리남,2012-06
2012-06-30,3406844,0,3406844,토고,2012-06
2012-06-30,3292104,1269116,2022988,카메룬,2012-06
2012-06-30,3273569,5767485,-2493916,기타국,2012-06
2012-06-30,3247494,73,3247421,부르키나 파소,2012-06
2012-06-30,3112852,857535,2255317,기니,2012-06
2012-06-30,3089877,26278160,-23188283,잠비아,2012-06
2012-06-30,3044910,1325040,1719870,크로아티아,2012-06
2012-06-30,2940267,198382,2741885,마다카스카르,2012-06
2012-06-30,2799120,24460169,-21661049,뉴 칼레도니아,2012-06
2012-06-30,2786290,1709985,1076305,베닝,2012-06
2012-06-30,2709194,68694,2640500,아르메니아,2012-06
2012-06-30,2638848,82716722,-80077874,사이프러스,2012-06
2012-06-30,2628732,76215734,-73587002,가봉,2012-06
2012-06-30,2587110,150202,2436908,쿠바,2012-06
2012-06-30,2467062,653985,1813077,자마이카,2012-06
2012-06-30,2278075,210745,2067330,짐바브웨,2012-06
2012-06-30,2273072,634793,1638279,마카오,2012-06
2012-06-30,2093343,11789847,-9696504,볼리비아,2012-06
2012-06-30,1989455,562675,1426780,아이티,2012-06
2012-06-30,1985754,0,1985754,타지크,2012-06
2012-06-30,1832373,1440405,391968,아이슬란드,2012-06
2012-06-30,1820245,275206,1545039,모잠비크,2012-06
2012-06-30,1809533,20815,1788718,아루바,2012-06
2012-06-30,1771682,0,1771682,불령 리유니온 코모도 제도,2012-06
2012-06-30,1771524,285562,1485962,나미비아,2012-06
2012-06-30,1626998,20339739,-18712741,콩고민주공화국,2012-06
2012-06-30,1590829,761926,828903,콩고,2012-06
2012-06-30,1511587,0,1511587,바베이도스,2012-06
2012-06-30,1506649,732739,773910,시에라 리온,2012-06
2012-06-30,1493072,913456,579616,말라위,2012-06
2012-06-30,1474759,276702,1198057,가이아나,2012-06
2012-06-30,1359392,1516721,-157329,피지,2012-06
2012-06-30,1303893,632,1303261,네덜란드 열도,2012-06
2012-06-30,1167773,0,1167773,적도 기니,2012-06
2012-06-30,1061237,79702,981535,네팔,2012-06
2012-06-30,933939,7534045,-6600106,룩셈부르그,2012-06
2012-06-30,873180,9896,863284,알바니아,2012-06
2012-06-30,826330,87176,739154,세이쉘,2012-06
2012-06-30,752759,91936,660823,벨리제,2012-06
2012-06-30,752657,325779,426878,모리타니,2012-06
2012-06-30,655129,282,654847,말리,2012-06
2012-06-30,644383,0,644383,파로에 군도,2012-06
2012-06-30,644080,0,644080,부탄,2012-06
2012-06-30,642388,5565652,-4923264,스와질랜드,2012-06
2012-06-30,603763,0,603763,세인트 루시아,2012-06
2012-06-30,573790,0,573790,북마리아나 군도,2012-06
2012-06-30,522392,0,522392,티모르,2012-06
2012-06-30,502538,448047,54491,마이크로네시아,2012-06
2012-06-30,486616,494811,-8195,우간다,2012-06
2012-06-30,482617,197045,285572,몰도바,2012-06
2012-06-30,482559,0,482559,영령 캐이맨 군도,2012-06
2012-06-30,448079,789577,-341498,리히텐슈타인,2012-06
2012-06-30,439041,42468,396573,니제르,2012-06
2012-06-30,424525,0,424525,보츠와나,2012-06
2012-06-30,399928,0,399928,마티니크,2012-06
2012-06-30,320984,2168667,-1847683,바누아투,2012-06
2012-06-30,266962,0,266962,불령 폴리네시아,2012-06
2012-06-30,264996,809101,-544105,솔로몬 군도,2012-06
2012-06-30,247085,17,247068,불령 가이아나,2012-06
2012-06-30,233000,3344850,-3111850,마세도니아,2012-06
2012-06-30,232454,112,232342,르완다,2012-06
2012-06-30,221872,1042,220830,그레나다,2012-06
2012-06-30,205471,7702,197769,안도라,2012-06
2012-06-30,201824,226,201598,세인트 키츠 네비스,2012-06
2012-06-30,199191,105384,93807,사모아,2012-06
2012-06-30,191780,189199,2581,도미니카,2012-06
2012-06-30,187901,13332,174569,몰디브,2012-06
2012-06-30,181158,0,181158,과델로프,2012-06
2012-06-30,178475,0,178475,키리바티,2012-06
2012-06-30,162894,576022,-413128,보스니아-헤르체고비나,2012-06
2012-06-30,161740,0,161740,지브랄타,2012-06
2012-06-30,156401,205243,-48842,모나코,2012-06
2012-06-30,148524,85,148439,몬테네그로,2012-06
2012-06-30,134378,0,134378,팔라우,2012-06
2012-06-30,133726,17904,115822,소말리아,2012-06
2012-06-30,128841,0,128841,세인트 빈센트 그레나딘,2012-06
2012-06-30,126038,0,126038,챠드,2012-06
2012-06-30,111015,0,111015,감비아,2012-06
2012-06-30,108712,0,108712,기네비소,2012-06
2012-06-30,105055,0,105055,투르크 & 카이코스 군도,2012-06
2012-06-30,102750,3253550,-3150800,안티가 바부다,2012-06
2012-06-30,100130,0,100130,에리트리아,2012-06
2012-06-30,58734,0,58734,카보 베르데,2012-06
2012-06-30,54441,28666,25775,노폴크 아일랜드,2012-06
2012-06-30,35500,0,35500,쿡 아일랜드,2012-06
2012-06-30,13424,0,13424,큐라소,2012-06
2012-06-30,10236,15433,-5197,중앙아프리카공화국,2012-06
2012-06-30,4200,126794,-122594,부룬디,2012-06
2012-06-30,4036,114799,-110763,통가,2012-06
2012-06-30,3275,327,2948,앙귈라,2012-06
2012-06-30,2890,2691,199,코스 군도,2012-06
2012-06-30,0,698,-698,니우에,2012-06
2012-06-30,0,4816615,-4816615,나우루,2012-06
2012-06-30,0,24867,-24867,세인트 헬레나,2012-06
2012-06-30,0,95237,-95237,레소토,2012-06
2012-06-30,0,25947,-25947,토켈라우,2012-06
2012-06-30,0,145895,-145895,투발루,2012-06
2012-06-30,0,7479,-7479,상토메 프린스페,2012-06
2012-06-30,0,264804,-264804,그린랜드,2012-06
2012-06-30,0,48284,-48284,산마리노,2012-06
2012-07-31,11247341363,6643524138,4603817225,중국,2012-07
2012-07-31,4692004268,3604758193,1087246075,미국,2012-07
2012-07-31,3337717682,5267517558,-1929799876,일본,2012-07
2012-07-31,2226851858,178156711,2048695147,홍콩,2012-07
2012-07-31,2210876678,825843093,1385033585,싱가포르,2012-07
2012-07-31,1351975837,388329176,963646661,베트남,2012-07
2012-07-31,1119238388,1138456164,-19217776,대만,2012-07
2012-07-31,1076147065,413834355,662312710,인도,2012-07
2012-07-31,1055517470,755169918,300347552,러시아 연방,2012-07
2012-07-31,928465258,1211540522,-283075264,인도네시아,2012-07
2012-07-31,885925786,2833814060,-1947888274,사우디아라비아,2012-07
2012-07-31,816841751,375007496,441834255,브라질,2012-07
2012-07-31,784256181,185766869,598489312,멕시코,2012-07
2012-07-31,764898074,2101941757,-1337043683,호주,2012-07
2012-07-31,763073704,253242013,509831691,필리핀,2012-07
2012-07-31,691474706,765511563,-74036857,말레이시아,2012-07
2012-07-31,668939363,420362831,248576532,태국,2012-07
2012-07-31,635061140,1062004990,-426943850,아랍에미리트 연합,2012-07
2012-07-31,599992349,347784664,252207685,네덜란드,2012-07
2012-07-31,538749824,557503758,-18753934,이란,2012-07
2012-07-31,500867471,1516419649,-1015552178,독일,2012-07
2012-07-31,428306636,453108454,-24801818,캐나다,2012-07
2012-07-31,403356190,15071862,388284328,슬로바키아,2012-07
2012-07-31,378621125,631533578,-252912453,영국,2012-07
2012-07-31,364820980,60467107,304353873,튀르키예,2012-07
2012-07-31,276737465,35561964,241175501,폴란드,2012-07
2012-07-31,225817642,481206713,-255389071,이탈리아,2012-07
2012-07-31,218357718,79117497,139240221,파나마,2012-07
2012-07-31,200579438,4867731,195711707,마샬군도,2012-07
2012-07-31,181843597,373288164,-191444567,칠레,2012-07
2012-07-31,169722933,404596167,-234873234,프랑스,2012-07
2012-07-31,162006942,494959179,-332952237,이라크,2012-07
2012-07-31,159145279,112687452,46457827,남아프리카공화국,2012-07
2012-07-31,157356116,35626482,121729634,이집트,2012-07
2012-07-31,157048299,53596734,103451565,그리스,2012-07
2012-07-31,153348041,121950191,31397850,벨기에,2012-07
2012-07-31,146140770,3426628,142714142,우즈베키스탄,2012-07
2012-07-31,134589126,8703521,125885605,슬로베니아,2012-07
2012-07-31,130910903,54763145,76147758,콜롬비아,2012-07
2012-07-31,127543971,43038466,84505505,체코공화국,2012-07
2012-07-31,126403103,25987220,100415883,방글라데시,2012-07
2012-07-31,122346205,207054720,-84708515,페루,2012-07
2012-07-31,121961229,13878737,108082492,몰타,2012-07
2012-07-31,120821728,99015,120722713,리비아,2012-07
2012-07-31,117282067,76483318,40798749,이스라엘,2012-07
2012-07-31,114836799,27900127,86936672,헝가리,2012-07
2012-07-31,110056575,1382231287,-1272174712,쿠웨이트,2012-07
2012-07-31,109747962,231245,109516717,라이베리아,2012-07
2012-07-31,108571658,817111436,-708539778,노르웨이,2012-07
2012-07-31,103127431,1128952,101998479,앙골라,2012-07
2012-07-31,101528487,7157930,94370557,요르단,2012-07
2012-07-31,98025149,477977,97547172,알제리,2012-07
2012-07-31,97351747,125972857,-28621110,뉴질랜드,2012-07
2012-07-31,96826164,6766,96819398,바하마,2012-07
2012-07-31,95390416,125028616,-29638200,스페인,2012-07
2012-07-31,94770227,66452914,28317313,아르헨티나,2012-07
2012-07-31,94066091,26743919,67322172,카자흐스탄,2012-07
